PlotNumber Species Cover
11-4105 SILEURA-6 9.99999977648258E-03
11-4105 STELLOG-6 1.00000004749745E-03
11-4106 ALOPMAG-6 3
11-4106 ANTHARC-6 2
11-4106 ARCTLAT-6 3
11-4106 BISTVIV-6 0.100000001490116
11-4106 BRYUM-7 0.100000001490116
11-4106 CAREAQU3-6 5
11-4106 CAREINC1-6 0.5
11-4106 DRYAINT-6 10
11-4106 DUPOFIS-6 0.5
11-4106 FLAVNIV-7 0.100000001490116
11-4106 HYPNCUP-7 40
11-4106 KOBRSIM-6 12
11-4106 PEDILAG-6 0.5
11-4106 PEDISUD3-6 1
11-4106 SALIARC-5b 15
11-4106 SALIRET-6 15
11-4106 SALIRIC-5a 0.200000002980232
11-4106 THAMVER-7 0.5
11-4113 BISTVIV-6 0.100000001490116
11-4113 BRYUWEI-7 0.100000001490116
11-4113 CALOTIR-7 0.100000001490116
11-4113 CAMPCHY-7 0.100000001490116
11-4113 CAREATF-6 1
11-4113 CARERUP-6 20
11-4113 CARESCI-6 1
11-4113 CRUSTBLK-7 5
11-4113 DISTCAP-7 0.100000001490116
11-4113 DRYAINT-6 40
11-4113 FLAVCUC-7 2
11-4113 FLAVNIV-7 1
11-4113 HULTINT-6 9.99999977648258E-03
11-4113 HYPOSUO-7 0.100000001490116
11-4113 LECAEPI-7 10
11-4113 MEGAVEU-7 0.100000001490116
11-4113 OCHRUPS-7 0.100000001490116
11-4113 RAMAALM-7 0.100000001490116
11-4113 SALIARC-5c 1
11-4113 SAXIOPP-6 1
11-4113 THAMVER-7 3
11-4113 VULPTIL-7 3.09999990463257
11-4114 CALESTR-7 0.100000001490116
11-4114 CALLGIG-7 0.100000001490116
11-4114 CAREAQU3-6 1
11-4114 CINCARC-7 0.100000001490116
11-4114 DRYAINT-6 15
11-4114 MOSS-7 40
11-4114 PUCCINE-6 15
11-4114 RANUGME-6 0.100000001490116
11-4114 Rhizand-7 0.100000001490116
11-4114 SALIARC-5c 5
11-4114 SAXIHIR-6 0.100000001490116
11-4114 SCORREV-7 0.100000001490116
11-4114 WARNSAR-7 0.100000001490116
11-4115 ASTRAUS-6 0.200000002980232
11-4115 BISTVIV-6 0.200000002980232
11-4115 BRAYHUM-6 0.100000001490116
11-4115 BRYUM-7 2
11-4115 CARERUP-6 2
11-4115 CARESCI-6 0.5
11-4115 DRABCIN-6 0.100000001490116
11-4115 DRABGLA-6 0.100000001490116
11-4115 DRYAINT-6 20
11-4115 FLAVNIV-7 0.200000002980232
11-4115 KOBRMYO-6 0.200000002980232
11-4115 ORTHOTH-7 1
11-4115 OXYTMAY-6 0.5
11-4115 OXYTNIG2-6 7
11-4115 PEDILAG-6 0.100000001490116
11-4115 PEDILAN-6 0.100000001490116
11-4115 POAGLA-6 0.200000002980232
11-4115 SAXIOPP-6 0.5
11-4115 SAXITRI-6 0.100000001490116
11-4115 THAMVER-7 0.5
11-4116 ANASMIN2-7 0.100000001490116
11-4116 ANTHARC-6 0.200000002980232
11-4116 ARCTALP-6 7
11-4116 ARCTLAT-6 0.200000002980232
11-4116 ASTRALP-6 0.100000001490116
11-4116 BETUGLA-5 5
11-4116 BETUGLA-5a 10
11-4116 BETUGLA-5b 5
11-4116 BRYOCAU-7 0.5
11-4116 BRYODIV-7 0.100000001490116
11-4116 BRYONIT-7 0.100000001490116
11-4116 CASSTET-6 3
11-4116 CETRERI-7 0.100000001490116
11-4116 CETRISL1-7 0.100000001490116
11-4116 CETRISL-7 1
11-4116 CETRLAE-7 0.100000001490116
11-4116 CLADBOE-7 0.100000001490116
11-4116 CLADCER-7 0.100000001490116
11-4116 CLADFIM-7 0.100000001490116
11-4116 CLADMAR-7 0.100000001490116
11-4116 CRATONE-7 5
11-4116 CYNOPOL-7 0.100000001490116
11-4116 DACTARC-7 0.200000002980232
11-4116 DICRACU-7 5
11-4116 DICRSCO-7 0.100000001490116
11-4116 EMPENIG-6 10
11-4116 FLAVCUC-7 0.100000001490116
11-4116 FLAVNIV-7 1.10000002384186
11-4116 GOWANIG-7 0.100000001490116
11-4116 GYMNCOR-7 0.100000001490116
11-4116 HYLOSPL-7 0.100000001490116
11-4116 HYPOPHY-7 0.100000001490116
11-4116 ILLEGIBL-7 0.100000001490116
11-4116 LOBALIN-7 0.100000001490116
11-4116 LOPAPEZ-7 0.100000001490116
11-4116 MASORIC-7 0.100000001490116
11-4116 NEPHROM-7 1
11-4116 OCHRFRI-7 0.100000001490116
11-4116 OXYTMAY-6 0.100000001490116
11-4116 PEDILAB-6 0.100000001490116
11-4116 RACOLAN-7 0.100000001490116
11-4116 RACOMIT-7 5
11-4116 RHIZBAD-7 0.100000001490116
11-4116 RHODTOM-5b 10
11-4116 RHYTRUG-7 5
11-4116 SALIGLA-5b 1
11-4116 SANINIV-7 0.100000001490116
11-4116 SANIORT-7 0.100000001490116
11-4116 SPHAGLO-7 0.5
11-4116 STEREOC-7 1
11-4116 STERPAS-7 0.100000001490116
11-4116 THAMVER-7 0.100000001490116
11-4116 VACCULI-5b 5
11-4116 VACCVIT-6 30
11-4117 BRYUWEI-7 0.100000001490116
11-4117 CALLCUS-7 0.100000001490116
11-4117 CALLGIG-7 0.100000001490116
11-4117 CAMPSTE-7 0.100000001490116
11-4117 CAREAQU3-6 5
11-4117 CINCLAT-7 0.100000001490116
11-4117 CINCSTY-7 0.100000001490116
11-4117 PUCCPHR-6 10
11-4117 RANUHYP-6 1
11-4117 SALIARC-5c 7
11-4117 SALIRET-6 2
11-4117 SANINIV-7 5
11-4117 SAXIHIR-6 0.5
11-4117 SCORCOS-7 75
11-4117 WARNEXA-7 5
11-4117 WARNSAR-7 5
11-4118 CARERUP-6 2
11-4118 CARESCI-6 0.100000001490116
11-4118 COELACU-7 0.100000001490116
11-4118 DICRANU-7 0.100000001490116
11-4118 DISTCAP-7 0.100000001490116
11-4118 DRYAINT-6 15
11-4118 FLAVNIV-7 0.100000001490116
11-4118 HYPNCUP-7 0.100000001490116
11-4118 LECANOR-7 0.100000001490116
11-4118 PEDICAP-6 0.100000001490116
11-4118 PEDILAN-6 0.100000001490116
11-4118 POAARC-6 0.100000001490116
11-4118 PUCCAND-6 2
11-4118 SALIARC-5c 2
11-4118 SANIUNC-7 0.100000001490116
11-4118 SAXIOPP-6 0.100000001490116
11-4118 THAMVER-7 0.300000011920929
11-4118 TORTNOR-7 0.100000001490116
11-4119 BRYUCYC-7 15
11-4119 BRYURUT-7 30
11-4119 CAMPSTE-7 10
11-4119 CINCLAT-7 0.100000001490116
11-4119 LOESBAD-7 5
11-4119 PUCCPHR-6 15
11-4119 RANUGME-6 3
11-4119 Rhizand-7 5
11-4119 SAXIHIR-6 0.200000002980232
11-4119 SCORCOS-7 10
11-4119 SCORREV-7 5
11-4119 WARNEXA-7 5
11-4119 WARNSAR-7 1
11-4120 ALOPMAG-6 5
11-4120 BRYURUT-7 15
11-4120 CALLGIG-7 5
11-4120 CAMPPRO-7 0.100000001490116
11-4120 CAMPSTE-7 25
11-4120 CARDDIG-6 0.100000001490116
11-4120 CAREAQU3-6 10
11-4120 CERAREG-6 0.100000001490116
11-4120 CINCLAT-7 0.100000001490116
11-4120 EQUIVAR-6 0.100000001490116
11-4120 LOESBAD-7 25
11-4120 MEESIA-7 1
11-4120 ORTHCHR-7 0.100000001490116
11-4120 PUCCPHR-6 40
11-4120 RANUGME-6 0.200000002980232
11-4120 RANUHYP-6 0.100000001490116
11-4120 SAXIHIR-6 0.100000001490116
11-4120 SAXIRIV2-6 0.100000001490116
11-4120 WARNEXA-7 1
11-4120 WARNSAR-7 2
11-4121 BISTVIV-6 0.5
11-4121 CAREFUL1-6 3
11-4121 CARERUP-6 7
11-4121 CRATFIL-7 0.5
11-4121 CRUSTBLK-7 5
11-4121 DIDYRIG-7 0.100000001490116
11-4121 DRYAINT-6 15
11-4121 HYPNCUP-7 0.100000001490116
11-4121 LECAEPI-7 0.5
11-4121 LECIDEA-7 1
11-4121 PAPARAD-6 0.100000001490116
11-4121 PARRARC-6 0.5
11-4121 PEDILAN-6 0.5
11-4121 POLYPIL-7 0.5
11-4121 SAGINA-6 0.100000001490116
11-4121 SALIARC-5c 0.5
11-4121 SAXIOPP-6 1
11-4122 ARCTLAT-6 2
11-4122 BISTVIV-6 1
11-4122 BRAYGLA1-6 0.100000001490116
11-4122 CALLGIG-7 0.100000001490116
11-4122 CAMPSTE-7 2
11-4122 CARDDIG-6 0.200000002980232
11-4122 CAREAQU3-6 30
11-4122 CAREMEM-6 15
11-4122 CATONIG-7 0.100000001490116
11-4122 CERAREG-6 0.100000001490116
11-4122 CINCARC-7 20
11-4122 DITRFLE-7 1
11-4122 DRABALP-6 0.100000001490116
11-4122 DRABCOR-6 0.100000001490116
11-4122 DRYAINT-6 5
11-4122 EQUIVAR-6 0.5
11-4122 ERIOTRI-6 15
11-4122 EUTREDW-6 0.200000002980232
11-4122 HYPNCUP-7 0.100000001490116
11-4122 LOESBAD-7 0.100000001490116
11-4122 PARRARC-6 0.5
11-4122 PSEUTRI-7 0.100000001490116
11-4122 SALIARC-5c 15
11-4122 SAXIHIR-6 0.5
11-4122 SCORREV-7 20
11-4122 SILEURA-6 0.5
11-4122 STELLOG-6 0.100000001490116
11-4122 TOMENIT-7 15
11-4122 WARNSAR-7 0.100000001490116
11-4123 BRYUM-7 5
11-4123 CALLGIG-7 10
11-4123 CAREAQU3-6 5
11-4123 CINCLID-7 3
11-4123 ERIOANG-6 0.5
11-4123 ERIOSCH-6 20
11-4123 MEESTRI-7 25
11-4123 PLEUSAB-6 50
11-4123 SCORREV-7 15
11-4130 ARCTLAT-6 9.99999977648258E-03
11-4130 BISTVIV-6 9.99999977648258E-03
11-4130 BLEPTRI-7 0.100000001490116
11-4130 BRACNEL-7 0.100000001490116
11-4130 BRYULIS1-7 0.100000001490116
11-4130 CAMPSTE-7 0.100000001490116
11-4130 CAREAQU3-6 1
11-4130 CEPLDIV-7 0.100000001490116
11-4130 CLADPYX-7 0.100000001490116
11-4130 DIDYRIG-7 0.100000001490116
11-4130 DISTHAG-7 0.100000001490116
11-4130 DITRFLE-7 0.100000001490116
11-4130 DRYAINT-6 20
11-4130 DUPOFIS-6 15
11-4130 ENCAAFF-7 0.100000001490116
11-4130 HYPNCUP-7 0.100000001490116
11-4130 INOCDUL-7 9.99999977648258E-03
11-4130 MOLESEN-7 0.100000001490116
11-4130 PEDILAG-6 9.99999977648258E-03
11-4130 SALIARC-5c 5
11-4130 SAXIHIR-6 9.99999977648258E-03
11-4130 SCORCOS-7 0.100000001490116
11-4130 SPLAVAS-7 0.100000001490116
11-4130 TETRAPL-7 0.100000001490116
11-4130 TOMENIT-7 0.100000001490116
11-4132 ANTHARC-6 5
11-4132 ARCTLAT-6 5
11-4132 BRYUWEI-7 5
11-4132 CALLGIG-7 10
11-4132 CAMPSTE-7 1
11-4132 CARDPRA-6 0.100000001490116
11-4132 CAREAQU3-6 55
11-4132 CATONIG-7 0.100000001490116
11-4132 CERAARC-6 0.100000001490116
11-4132 CERABEE-6 0.100000001490116
11-4132 CINCARC-7 0.100000001490116
11-4132 CINCSTY-7 0.100000001490116
11-4132 DRABALP-6 0.100000001490116
11-4132 EQUIVAR-6 0.200000002980232
11-4132 EUTREDW-6 0.200000002980232
11-4132 MEESTRI-7 0.100000001490116
11-4132 ORTHCHR-7 15
11-4132 SALIARC-5c 3
11-4132 SANINIV-7 1
11-4132 SAXIHIR-6 0.200000002980232
11-4132 SILEURA-6 1
11-4132 STELLOG-6 0.200000002980232
11-4132 WARNEXA-7 50
11-4145 AMBLSER-7 0.100000001490116
11-4145 BISTVIV-6 9.99999977648258E-03
11-4145 BLEPTRI-7 0.100000001490116
11-4145 BRACTUR-7 0.100000001490116
11-4145 CARERUP-6 15
11-4145 CRUSTBLK-7 8
11-4145 CRUSTWHT-7 8
11-4145 DISTCAP-7 0.100000001490116
11-4145 DRYAINT-6 40
11-4145 FLAVCUC-7 2.09999990463257
11-4145 FLAVNIV-7 0.100000001490116
11-4145 HYPNCUP-7 0.100000001490116
11-4145 HYPOSUO-7 0.100000001490116
11-4145 MEGAVEU-7 0.100000001490116
11-4145 MOSS-7 0.100000001490116
11-4145 MYCOLOB-7 0.100000001490116
11-4145 OCHRFRI-7 0.100000001490116
11-4145 ODONELO-7 0.100000001490116
11-4145 ONCOWAH-7 0.100000001490116
11-4145 PERTPAN-7 0.100000001490116
11-4145 SALIARC-5b 0.100000001490116
11-4145 SALIRET-6 0.100000001490116
11-4145 SAXIOPP-6 0.100000001490116
11-4145 THAMVER-7 1.10000002384186
11-4145 TIMMAUS-7 0.100000001490116
11-4145 VARIRHO-7 0.100000001490116
11-4145 VULPTIL-7 0.200000002980232
11-4150 BRYUOBL-7 0.100000001490116
11-4150 CALOCER-7 0.100000001490116
11-4150 CAREFUL1-6 0.100000001490116
11-4150 CARERUP-6 5
11-4150 CASSTET-6 5
11-4150 CRUSTBLK-7 3
11-4150 CYNOTEN-7 0.100000001490116
11-4150 DICRELO-7 0.100000001490116
11-4150 DRYAINT-6 30
11-4150 FLAVCUC-7 2
11-4150 FLAVNIV-7 0.100000001490116
11-4150 HYPNLIN-7 0.100000001490116
11-4150 LECAEPI-7 3
11-4150 LUZUCON-6 0.100000001490116
11-4150 MOSS-7 3
11-4150 OCHRUPS-7 0.100000001490116
11-4150 OXYTMAY-6 0.100000001490116
11-4150 OXYTNIG2-6 0.5
11-4150 PHYSMUS-7 0.100000001490116
11-4150 RACOLAN-7 0.100000001490116
11-4150 RACOMIT-7 0.100000001490116
11-4150 RHYTRUG-7 0.100000001490116
11-4150 RINOROS-7 0.100000001490116
11-4150 SAXIOPP-6 0.100000001490116
11-4150 THAMVER-7 3.09999990463257
11-4150 TRITQUI-7 0.100000001490116
11-4150 XANTELE-7 0.100000001490116
11-4151 ANASMIN2-7 0.100000001490116
11-4151 ARCTALP-6 1
11-4151 BRYONIT-7 0.100000001490116
11-4151 CAREX-6 0.100000001490116
11-4151 CASSTET-6 3
11-4151 CETRNIG-7 0.100000001490116
11-4151 CLADAMA-7 0.100000001490116
11-4151 CLADBOE-7 0.100000001490116
11-4151 CLADGRA1-7 0.100000001490116
11-4151 CLADMAR-7 0.100000001490116
11-4151 CLADMIT-7 0.100000001490116
11-4151 CLADSQU-7 0.100000001490116
11-4151 CLADSTI-7 0.100000001490116
11-4151 CLADSTY-7 0.100000001490116
11-4151 CRUSTWHT-7 5
11-4151 DICRANU-7 0.100000001490116
11-4151 DRYAINT-6 0.100000001490116
11-4151 FLAVCUC-7 10
11-4151 FLAVNIV-7 0.100000001490116
11-4151 LUZUCON-6 9.99999977648258E-03
11-4151 OCHRAND-7 0.100000001490116
11-4151 OCHRFRI-7 0.100000001490116
11-4151 OXYTMAY-6 0.100000001490116
11-4151 PARMOMP-7 0.100000001490116
11-4151 POHLNUT-7 0.100000001490116
11-4151 RACOLAN-7 0.100000001490116
11-4151 RACOMIT-7 4
11-4151 RHODTOM-5b 15
11-4151 SALIARC-5b 0.5
11-4151 SPHAGLO-7 0.100000001490116
11-4151 Tetrset-7 0.100000001490116
11-4151 THAMVER-7 5.09999990463257
11-4151 VACCULI-5b 0.200000002980232
11-4151 VACCVIT1-6 2
11-4152 ALECTOR-7 0.100000001490116
11-4152 ANAPCRI-7 0.100000001490116
11-4152 CALOTIR-7 0.100000001490116
11-4152 CETRDEL-7 0.100000001490116
11-4152 CLADPOC-7 0.100000001490116
11-4152 COLLEMA-7 0.100000001490116
11-4152 CRUSTBLK-7 7
11-4152 DICRELO-7 0.100000001490116
11-4152 DISTCAP-7 0.100000001490116
11-4152 DRYAINT-6 30
11-4152 FLAVCUC-7 1
11-4152 FULGBRA-7 0.100000001490116
11-4152 LECAEPI-7 7
11-4152 LECIDIA-7 0.100000001490116
11-4152 MINUELE-6 0.100000001490116
11-4152 PEDILAG-6 0.100000001490116
11-4152 PHYSMUS-7 0.100000001490116
11-4152 RINOROS-7 0.100000001490116
11-4152 SALIARC-5b 0.100000001490116
11-4152 SAXIOPP-6 0.100000001490116
11-4152 THAMVER-7 0.100000001490116
11-4152 VULPTIL-7 0.200000002980232
11-4153 CALOTIR-7 0.100000001490116
11-4153 CARERUP-6 15
11-4153 CARESCI-6 0.100000001490116
11-4153 COLLCER-7 0.100000001490116
11-4153 CRUSTBLK-7 5
11-4153 DISTCAP-7 0.100000001490116
11-4153 DRYAINT-6 35
11-4153 ENCARHA-7 0.100000001490116
11-4153 FLAVCUC-7 0.100000001490116
11-4153 FLAVNIV-7 0.100000001490116
11-4153 HULTINT-6 0.100000001490116
11-4153 LECAEPI-7 5
11-4153 ORTHCHR-7 0.100000001490116
11-4153 OXYRDIG-6 0.100000001490116
11-4153 PSEUTRI-7 0.100000001490116
11-4153 RINOROS-7 0.100000001490116
11-4153 SALIARC-5b 0.200000002980232
11-4153 SAXIOPP-6 1
11-4153 THAMVER-7 0.100000001490116
11-4153 TRITQUI-7 0.100000001490116
11-4153 VULPTIL-7 0.100000001490116
11-4179 ANASMIN2-7 0.100000001490116
11-4179 ARCTLAT-6 0.100000001490116
11-4179 AULAPAL-7 0.100000001490116
11-4179 AULATUR-7 0.100000001490116
11-4179 DICRBRE-7 0.100000001490116
11-4179 DICRSPA-7 0.100000001490116
11-4179 ERIOANG-6 5
11-4179 ERIOVAG-6 45
11-4179 MOSS-7 8
11-4179 POLYSTR-7 0.100000001490116
11-4179 SALIARC-5b 10
11-4179 SPHAGNU-7 30
11-4179 SPHASQU-7 0.100000001490116
11-4179 WARNSAR-7 0.100000001490116
11-4180 ARCTALP-6 4
11-4180 ARCTLAT-6 9.99999977648258E-03
11-4180 AULATUR-7 0.100000001490116
11-4180 BETUGLA-5b 0.100000001490116
11-4180 BRYODIV-7 0.100000001490116
11-4180 CASSTET-6 0.5
11-4180 CETRERI-7 0.100000001490116
11-4180 CETRISL1-7 0.100000001490116
11-4180 CLADAMA-7 0.100000001490116
11-4180 CLADBOE-7 0.100000001490116
11-4180 CRUSTWHT-7 5
11-4180 CYNOPOL-7 0.100000001490116
11-4180 DACTYLN-7 0.100000001490116
11-4180 DICRACU-7 0.100000001490116
11-4180 DICRBRE-7 0.100000001490116
11-4180 DICRGRO-7 0.100000001490116
11-4180 EMPENIG-6 0.100000001490116
11-4180 FLAVCUC-7 2
11-4180 LOPACOR-7 0.100000001490116
11-4180 MOSS-7 5
11-4180 POGODEN-7 0.100000001490116
11-4180 POHLNUT-7 0.100000001490116
11-4180 PTILCIL-7 0.100000001490116
11-4180 RACOLAN-7 0.100000001490116
11-4180 RACOMIT-7 1
11-4180 RHODTOM-5b 10
11-4180 SALIARC-5c 0.5
11-4180 SALIHER-6 0.100000001490116
11-4180 SPHAGLO-7 0.100000001490116
11-4180 TEPHPAL-6 0.100000001490116
11-4180 THAMVER-7 1.10000002384186
11-4180 TRITQUI-7 0.100000001490116
11-4180 VACCVIT1-6 20
11-4181 ?-7 0.100000001490116
11-4181 ANASMIN2-7 0.100000001490116
11-4181 ANTEMON-6 9.99999977648258E-03
11-4181 ARMEMAR-6 9.99999977648258E-03
11-4181 ASTRALP-6 1
11-4181 AULAPAL-7 0.100000001490116
11-4181 AULATUR-7 0.100000001490116
11-4181 BISTVIV-6 9.99999977648258E-03
11-4181 CASSTET-6 20
11-4181 CRUSTWHT-7 10
11-4181 DICRELO-7 0.100000001490116
11-4181 DRABA-6 9.99999977648258E-03
11-4181 DRYAINT-6 10
11-4181 EMPENIG-6 3
11-4181 FLAVCUC-7 3
11-4181 GRASS-6 0.100000001490116
11-4181 JAPETOR-7 0.100000001490116
11-4181 LOPAPEZ-7 0.100000001490116
11-4181 OCHRAND-7 0.100000001490116
11-4181 OCHRFRI-7 0.100000001490116
11-4181 POAARC-6 9.99999977648258E-03
11-4181 PTILCIL-7 0.100000001490116
11-4181 RACOLAN-7 0.100000001490116
11-4181 RACOMIT-7 1
11-4181 RHODTOM-5b 10
11-4181 RHYTRUG-7 0.100000001490116
11-4181 SALIARC-5b 0.100000001490116
11-4181 SANIUNC-7 0.100000001490116
11-4181 THAMVER-7 1
11-4181 TRISSPI-6 9.99999977648258E-03
11-4181 VACCULI-5b 0.5
11-4182 ALECOCH-7 0.100000001490116
11-4182 ASTRALP-6 2.99999993294477E-02
11-4182 BRYODIV-7 0.100000001490116
11-4182 BRYONIT-7 0.100000001490116
11-4182 CASSTET-6 0.5
11-4182 CASTELE-6 0.100000001490116
11-4182 CEPLDIV-7 0.100000001490116
11-4182 CHAMLAT-6 0.100000001490116
11-4182 CLADBOE-7 0.100000001490116
11-4182 CLADPYX-7 0.100000001490116
11-4182 CRUSTWHT-7 6
11-4182 DRABFLA-6 9.99999977648258E-03
11-4182 DRYAINT-6 30
11-4182 ENCARHA-7 0.100000001490116
11-4182 FESTBRA-6 9.99999977648258E-03
11-4182 FLAVCUC-7 0.100000001490116
11-4182 FLAVNIV-7 5.09999990463257
11-4182 HYLOSPL-7 0.100000001490116
11-4182 Hypnrev2-7 0.100000001490116
11-4182 HYPOSUO-7 0.100000001490116
11-4182 KOBRMYO-6 0.100000001490116
11-4182 LUZUCON-6 0.100000001490116
11-4182 OXYTMAY-6 0.100000001490116
11-4182 PARMOMP-7 0.100000001490116
11-4182 PELTDID-7 0.100000001490116
11-4182 PELTIGE-7 0.100000001490116
11-4182 PERTGEM-7 0.100000001490116
11-4182 PHYSMUS-7 0.100000001490116
11-4182 POAARC-6 0.100000001490116
11-4182 POAGLA-6 0.100000001490116
11-4182 POTEHYP2-6 9.99999977648258E-03
11-4182 PSEUPUB-7 0.100000001490116
11-4182 PSORTEN-7 0.100000001490116
11-4182 PUCCINE-6 0.100000001490116
11-4182 RACOLAN-7 0.100000001490116
11-4182 RACOMIT-7 2
11-4182 RHODTOM-5b 0.5
11-4182 RINOMNI-7 0.100000001490116
11-4182 SALIARC-5b 0.5
11-4182 SANIORT-7 0.100000001490116
11-4182 SAXITRI-6 1
11-4182 STEREOC-7 10
11-4182 THAMVER-7 0.100000001490116
11-4183 ALECOCH-7 0.100000001490116
11-4183 ALECTOR-7 30
11-4183 ARCTRUB-6 2
11-4183 BETUGLA-5a 3
11-4183 BRYODIV-7 0.100000001490116
11-4183 BRYONIT-7 0.100000001490116
11-4183 CASSTET-6 1
11-4183 DRYAINT-6 0.5
11-4183 EMPENIG-6 3
11-4183 FLAVCUC-7 1.10000002384186
11-4183 PARMOMP-7 0.100000001490116
11-4183 RHODTOM-5b 1
11-4183 SALIARC-5b 1
11-4183 TRISSPI-6 0.100000001490116
11-4183 VACCULI-5b 2
11-4183 VACCVIT1-6 1
11-4183 WHITELIC-7 3
12-2325 ALOPMAG-6 1
12-2325 ARCTLAT-6 2
12-2325 ARCTRUB-6 0.200000002980232
12-2325 ASTRALP-6 1
12-2325 BARTRAM-7 0.200000002980232
12-2325 BISTVIV-6 0.200000002980232
12-2325 BRAYGLA-6 0.200000002980232
12-2325 BRYUM-7 1
12-2325 CAMPYLI-7 0.200000002980232
12-2325 CAREAQU3-6 0.100000001490116
12-2325 CARECAP-6 0.200000002980232
12-2325 CAREFUL1-6 0.100000001490116
12-2325 CAREKRA-6 0.100000001490116
12-2325 CAREMEM-6 0.5
12-2325 CARERUP-6 0.100000001490116
12-2325 CARESCI-6 5
12-2325 DICRANU-7 0.100000001490116
12-2325 DRYAINT-6 30
12-2325 FLAVCUC-7 0.200000002980232
12-2325 FLAVNIV-7 0.5
12-2325 HEDYBOR2-6 0.100000001490116
12-2325 KOBRMYO-6 1
12-2325 KOBRSIM-6 0.5
12-2325 LOPHOZI-7 0.100000001490116
12-2325 OXYTMAY-6 0.5
12-2325 PARRARC-6 0.100000001490116
12-2325 PEDICAP-6 0.100000001490116
12-2325 PEDILAN-6 0.100000001490116
12-2325 POHLNUT-7 0.200000002980232
12-2325 PUCCNUA-6 0.100000001490116
12-2325 SALIARC-5b 6
12-2325 SALIRIC-5 0.100000001490116
12-2325 SALIRIC-5a 0.100000001490116
12-2325 SANIUNC-7 1
12-2325 SAXIOPP-6 0.100000001490116
12-2325 THAMVER-7 0.200000002980232
12-2325 TOMENIT-7 7
12-2326 ANTHARC-6 10
12-2326 ARCTLAT-6 7
12-2326 BRYUM-7 0.100000001490116
12-2326 CAMPSTE-7 5
12-2326 CARDDIG-6 0.100000001490116
12-2326 CAREAQU3-6 40
12-2326 CARESAX-6 1
12-2326 DRYAINT-6 0.5
12-2326 ERIOANG-6 20
12-2326 FLAVNIV-7 0.200000002980232
12-2326 HYPNREV-7 5
12-2326 KOBRSIM-6 3
12-2326 NOSTOC-7 0.200000002980232
12-2326 PEDILAN-6 0.100000001490116
12-2326 PEDISUD3-6 0.100000001490116
12-2326 SALIARC-5b 0.200000002980232
12-2326 SALIRET-6 0.100000001490116
12-2326 SALIRIC-5 5
12-2326 SALIRIC-5a 20
12-2326 SCORREV-7 35
12-2326 SCORSCO-7 15
12-2327 ALOPMAG-6 1
12-2327 ANTHARC-6 0.100000001490116
12-2327 ARCTALP-6 4
12-2327 AULATUR-7 1.10000002384186
12-2327 BETUGLA-5b 1
12-2327 BISTVIV-6 0.100000001490116
12-2327 BRYODIV-7 0.100000001490116
12-2327 BRYONIT-7 10
12-2327 CAREAQU3-6 0.5
12-2327 CASTELE-6 0.100000001490116
12-2327 CETRLAE-7 0.100000001490116
12-2327 CLADGRA1-7 0.100000001490116
12-2327 CLADMET-7 0.100000001490116
12-2327 CRUSTBLK-7 5
12-2327 DACTARC-7 0.300000011920929
12-2327 DICRELO-7 4
12-2327 DICRMON-7 1
12-2327 DRYAINT-6 3
12-2327 EMPENIG-6 15
12-2327 ERIOVAG-6 0.100000001490116
12-2327 FESTBRA-6 0.100000001490116
12-2327 FLAVCUC-7 0.600000023841858
12-2327 FLAVNIV-7 0.5
12-2327 LECAEPI-7 5
12-2327 LOBALIN-7 0.100000001490116
12-2327 LOPACOR-7 0.100000001490116
12-2327 LUZUCON-6 0.5
12-2327 NEPHEXP-7 0.100000001490116
12-2327 OCHRFRI-7 0.100000001490116
12-2327 OXYTMAY-6 0.100000001490116
12-2327 PARMOMP-7 0.100000001490116
12-2327 PELTAPH-7 5
12-2327 PELTCON-7 0.100000001490116
12-2327 PELTLEU-7 0.100000001490116
12-2327 PELTMAL-7 0.100000001490116
12-2327 POAARC-6 0.5
12-2327 POHLNUT-7 0.100000001490116
12-2327 POLYHYP-7 5
12-2327 RHODTOM-5b 3
12-2327 SALIARC-5b 5
12-2327 SALIHER-6 1
12-2327 SPHAGLO-7 5.09999990463257
12-2327 STERRIV-7 10
12-2327 THAMVER-7 1.10000002384186
12-2327 VACCULI-5b 1
12-2327 VACCVIT-6 40
12-2328 CAREGLR2-6 25
12-2328 CARERAR-6 1
12-2328 CARESUS-6 40
12-2328 CAREURS-6 5
12-2328 DUPOFIS-6 3
12-2328 PUCCPHR-6 0.100000001490116
12-2328 SALIARC-5c 0.100000001490116
12-2328 SALIFUS-5a 0.200000002980232
12-2328 STELHUM-6 0.200000002980232
