"APCFamily","FamilyCode","OldCode","Code","SplCode","TreeCode","ScientificName","Lifeform","Authority","EnglishName","ShortenedGuideName","EnglishNameUpdate2018","Native","Codetype","ID","TaxonLevel","IsAttribute","Report"
,"PARMELIA","ALECSAR2","ALECSAR2","ALECSAR",,"Alectoria sarmentosa ssp. vexillifera",11,"(Nyl.) D. Hawksw.","strapping witch's hair",,"strapping common witch's-hair","N","U",22191,"sub",0,1
,"NOTUSED","ALECSET","BRYOCAP","BRYOCAP",,"Alectoria setacea",11,"(Ach.) Mot.",,,,,"S",22192,"spe",0,0
,"NOTUSED","ALECSIM","BRYOSIM","BRYOSIM",,"Alectoria simplicior",11,"(Vainio) Lynge",,,,,"S",22193,"spe",0,0
,"PARMELIA","ALECTOR","ALECTOR","ALECTOR",,"Alectoria sp.",11,"Ach.","witch's hair lichens",,"witch's-hair lichens","N","U",22194,"gen",0,1
,"NOTUSED","ALECSUB","BRYOSUB","BRYOSUB",,"Alectoria subcana",11,"(Stizenb.) Gyelnik",,,,,"S",22195,"spe",0,0
,"NOTUSED","ALECSUD","NODOSUB","NODOSUB",,"Alectoria subdivergens",11,"E. Dahl",,,,,"S",22196,"spe",0,0
,"NOTUSED","ALECSUS","ALECSAR1","ALECSAR",,"Alectoria subsarmentosa",11,"Stirton",,,,,"S",22197,"spe",0,0
,"NOTUSED","ALECTEN","BRYOFRE","BRYOFRE",,"Alectoria tenerrima",11,"Mot.",,,,,"S",22198,"spe",0,0
,"NOTUSED","ALECTEU","BRYOTEN","BRYOTEN",,"Alectoria tenuis",11,"E. Dahl",,,,,"S",22199,"spe",0,0
,"NOTUSED","ALECTOT","BRYOTOR","BRYOTOR",,"Alectoria tortuosa",11,"G. Merr.",,,,,"S",22200,"spe",0,0
,"PARMELIA","ALECVAN","ALECVAN","ALECVAN",,"Alectoria vancouverensis",11,"(Gyelnik) Gyelnik ex Brodo & D. Hawksw.","Vancouver witch's hair",,"Vancouver witch's-hair","N","U",22201,"spe",0,1
,"NOTUSED","ALECVEX","ALECSAR2","ALECSAR",,"Alectoria vexillifera",11,"(Nyl.) Stizenb.",,,,,"S",22202,"spe",0,0
,"PARMELIA","ALECTOI","ALECTOI","ALECTOI",,"Alectoriaceae",11,"(Hue) Tomas.","witch's hair lichens",,"witch's-hair lichens","N","U",22203,"fam",0,1
,"PARMELIA","ALLAALM","ALLAALM","ALLAALM",,"Allantoparmelia almquistii",11,"(Vainio) Essl.","lesser rock grub",,"lesser rockgrub lichen","N","U",22204,"spe",0,1
,"PARMELIA","ALLAALP","ALLAALP","ALLAALP",,"Allantoparmelia alpicola",11,"(Th. Fr.) Essl.","greater rock grub",,"greater rockgrub lichen","N","U",22205,"spe",0,1
,"PARMELIA","ALLANTO","ALLANTO","ALLANTO",,"Allantoparmelia sp.",11,"(Vainio) Essl.","rockgrub lichens",,"rockgrub lichens","N","U",22206,"gen",0,1
,"CALICIAC","AMANCON","AMANCON","AMANCON",,"Amandinea coniops",11,"(Wahlenb.) Choisy ex Scheid. & H. Mayrh.","button lichen",,,"N","U",22207,"spe",0,1
,"CALICIAC","AMANDIN","AMANDIN","AMANDIN",,"Amandinea sp.",11,"M. Choisey ex Scheid. & H. Mayrhofer","button lichens",,"button lichens","N","U",22208,"gen",0,1
,"LECIDACE","AMYGCON","AMYGCON","AMYGCON",,"Amygdalaria consentiens",11,"(Nyl.) Hertel, Brodo & Mas. Inoue","almond lichen",,,"N","U",22209,"spe",0,1
,"LECIDACE","AMYGCOT","AMYGCOT","AMYGCOT",,"Amygdalaria continua",11,"Brodo & Hertel","almond lichen",,,"N","U",22210,"spe",0,1
,"LECIDACE","AMYGHAI","AMYGHAI","AMYGHAI",,"Amygdalaria haidensis",11,"Brodo & Hertel","almond lichen",,,"N","U",22211,"spe",0,1
,"LECIDACE","AMYGPAN","AMYGPAN","AMYGPAN",,"Amygdalaria panaeola",11,"(Ach.) Hertel & Brodo","powdery almond lichen",,"powdery almond lichen","N","U",22212,"spe",0,1
,"LECIDACE","AMYGPEL","AMYGPEL","AMYGPEL",,"Amygdalaria pelobotryon",11,"(Wahlenb.) Norman","almond lichen",,,"N","U",22213,"spe",0,1
,"LECIDACE","AMYGDAL","AMYGDAL","AMYGDAL",,"Amygdalaria sp.",11,"Norman","almond lichens",,"almond lichens","N","U",22214,"gen",0,1
,"LECIDACE","AMYGSUB","AMYGSUB","AMYGSUB",,"Amygdalaria subdissentiens",11,"(Nyl.) Mas. Inoue & Brodo","almond lichen",,,"N","U",22215,"spe",0,1
,"NOTUSED","ANAPKAS","ANAPSET","ANAPSET",,"Anaptychia kaspica",11,"Gyelnik",,,,,"S",22216,"spe",0,0
,"PHYSIACE","ANAPSET","ANAPSET","ANAPSET",,"Anaptychia setifera",11,"Räsänen","eyed centipede",,"eyed fringe lichen","N","U",22217,"spe",0,1
,"PHYSIACE","ANAPTYC","ANAPTYC","ANAPTYC",,"Anaptychia sp.",11,"Korber","centipede lichens",,"fringe lichens","N","U",22218,"gen",0,1
,"PHYSIACE","ANAPULO","ANAPULO","ANAPULO",,"Anaptychia ulotrichoides",11,"(Vainio) Vainio","amputated millepede",,"amputated fringe lichen","N","U",22219,"spe",0,1
,"STRIGULA","ANISBIF","ANISBIF","ANISBIF",,"Anisomeridium biforme",11,"(Borrer) R. C. Harris",,,"Strigulaceae (Natureserve)","N","U",22220,"spe",0,1
,"STRIGULA","ANISOME","ANISOME","ANISOME",,"Anisomeridium sp.",11,"(Mull. Arg) M. Choisy",,,"Strigulaceae (Natureserve)","N","U",22221,"gen",0,1
,"APHANOPO","APHANOP","APHANOP","APHANOP",,"Aphanopsidaceae",11,"Printzen & Rambold",,,,"N","U",22222,"fam",0,1
,"ARCTOMI","ARCTDEL","ARCTDEL","ARCTDEL",,"Arctomia delicatula",11,"Th. Fr.","delicate arctomia lichen",,,"N","U",22223,"spe",0,1
,"ARCTOMI","ARCTOMI","ARCTOMI","ARCTOMI",,"Arctomia sp.",11,"Th. Fr.","arctomia lichen",,,"N","U",22224,"gen",0,1
,"ARCTOMI","ARCTOMA","ARCTOMA","ARCTOMA",,"Arctomiaceae",11,"Th. Fr","arctomia lichen",,,"N","U",22225,"fam",0,1
,"PARMELIA","ARCTCEN","ARCTCEN","ARCTCEN",,"Arctoparmelia centrifuga",11,"(L.) Hale","rippled ring",,"concentric-ring lichen","N","U",22226,"spe",0,1
,"PARMELIA","ARCTINC","ARCTINC","ARCTINC",,"Arctoparmelia incurva",11,"(Pers.) Hale","finger ring",,"finger ring lichen","N","U",22227,"spe",0,1
,"PARMELIA","ARCTSEP","ARCTSEP","ARCTSEP",,"Arctoparmelia separata",11,"(Th. Fr.) Hale","arctic ring",,"arctic ring lichen","N","U",22228,"spe",0,1
,"PARMELIA","ARCTOPA","ARCTOPA","ARCTOPA",,"Arctoparmelia sp.",11,"Hale","rockfrog lichens",,"ring lichens","N","U",22229,"gen",0,1
,"PARMELIA","ARCTSUB","ARCTSUB","ARCTSUB",,"Arctoparmelia subcentrifuga",11,"(Oksner) Hale","abrading ring",,"abrading ring lichen","N","U",22230,"spe",0,1
,"PARMELIA","ARTHART","ARTHART","ARTHART",,"Arthonia arthonioides",11,"(Ach.) A. L. Sm.","dot lichen",,,"N","U",22231,"spe",0,1
,"ARTHONIA","ARTHCAN","ARTHCAN","ARTHCAN",,"Arthonia carneorufa",11,"Willey",,,,"N","U",22232,"spe",0,1
,"ARTHONIA","ARTHDIS","ARTHDIS","ARTHDIS",,"Arthonia dispersa",11,"(Schrader) Nyl.","dispersed dot lichen",,,"N","U",22233,"spe",0,1
,"ARTHONIA","ARTHGLE","ARTHGLE","ARTHGLE",,"Arthonia glebosa",11,"Tuck.",,,,"N","U",22234,"spe",0,1
,"ARTHONIA","ARTHHYP","ARTHHYP","ARTHHYP",,"Arthonia hypobela",11,"(Nyl.) Zahlbr.",,,,"N","U",22235,"spe",0,1
,"ARTHONIA","ARTHINE","ARTHINE","ARTHINE",,"Arthonia intexta",11,"Almq.",,,,"N","U",22236,"spe",0,1
,"ARTHONIA","ARTHLAP","ARTHLAP","ARTHLAP",,"Arthonia lapidicola",11,"(Taylor) Branth & Rostrup",,,,"N","U",22237,"spe",0,1
,"ARTHONIA","ARTHPAT","ARTHPAT","ARTHPAT",,"Arthonia patellulata",11,"Nyl.","aspen comma lichen",,"aspen comma lichen","N","U",22238,"spe",0,1
,"ARTHONIA","ARTHPHA","ARTHPHA","ARTHPHA",,"Arthonia phaeobaea",11,"(Norman) Norman",,,,"N","U",22239,"spe",0,1
,"ARTHONIA","ARTHPOL","ARTHPOL","ARTHPOL",,"Arthonia polygramma",11,"Nyl.",,,,"N","U",22240,"spe",0,1
,"ARTHONIA","ARTHRAD","ARTHRAD","ARTHRAD",,"Arthonia radiata",11,"(Pers.) Ach.","asterisk lichen",,"asterisk lichen","N","U",22241,"spe",0,1
,"ARTHONIA","ARTHONI","ARTHONI","ARTHONI",,"Arthonia sp.",11,"Ach.","comma  lichens",,,"N","U",22242,"gen",0,1
,"ARTHONIA","ARTHVIN","ARTHVIN","ARTHVIN",,"Arthonia vinosa",11,"Leighton",,,,"N","U",22243,"spe",0,1
,"ARTHONIA","ARTHWIL","ARTHWIL","ARTHWIL",,"Arthonia willeyi",11,"Tuck.","Willey's common lichen",,,"N","U",22244,"spe",0,1
,"ARTHONIA","ARTHONA","ARTHONA","ARTHONA",,"Arthoniaceae",11,,"comma lichens",,,"N","U",22245,"fam",0,1
,"NOTUSED","ARTHALA","ACROGEM","ACROGEM",,"Arthopyrenia alba",11,"(Schrader) Zahlbr.",,,,,"S",22246,"spe",0,0
,"ARTHOPYR","ARTHANT","ARTHANT","ARTHANT",,"Arthopyrenia antecellens",11,"(Nyl.) Arnold",,,,"N","U",22247,"spe",0,1
,"NOTUSED","ARTHBIO","ANISBIF","ANISBIF",,"Arthopyrenia biformis",11,"(Borrer) A. Massal.",,,,,"S",22248,"spe",0,0
,"ARTHOPYR","ARTHCER","ARTHCER","ARTHCER",,"Arthopyrenia cerasi",11,"(Schrader) A. Massal.",,,,"N","U",22249,"spe",0,1
,"ARTHOPYR","ARTHCIE","ARTHCIE","ARTHCIE",,"Arthopyrenia cinereopruinosa",11,"(Schaerer) A. Massal.",,,,"N","U",22250,"spe",0,1
,"NOTUSED","ARTHCOF","ANISBIF","ANISBIF",,"Arthopyrenia conformis",11,"auct. non (Nyl.) Müll. Arg.",,,,,"S",22251,"spe",0,0
,"NOTUSED","ARTHEPD","ARTHPUC","ARTHPUC",,"Arthopyrenia epidermidis",11,"(DC.) A. Massal.",,,,,"S",22252,"spe",0,0
,"NOTUSED","ARTHFAL","ARTHLAO","ARTHLAO",,"Arthopyrenia fallax",11,"(Nyl.) Arnold",,,,,"S",22253,"spe",0,0
,"NOTUSED","ARTHGEM","ACROGEM","ACROGEM",,"Arthopyrenia gemmata",11,"(Ach.) A. Massal.",,,,,"S",22254,"spe",0,0
,"NOTUSED","ARTHHAL","PYREHAL","PYREHAL",,"Arthopyrenia halodytes",11,"(Nyl.) Arnold",,,,,"S",22255,"spe",0,0
,"ARTHOPYR","ARTHLAO","ARTHLAO","ARTHLAO",,"Arthopyrenia lapponina",11,"Anzi",,,,"N","U",22256,"spe",0,1
,"NOTUSED","ARTHPAR","ANISBIF","ANISBIF",,"Arthopyrenia parvula",11,"Zahlbr.",,,,,"S",22257,"spe",0,0
,"NOTUSED","ARTHPII","ARTHCIE","ARTHCIE",,"Arthopyrenia pinicola",11,"(Hepp) A. Massal.",,,,,"S",22258,"spe",0,0
,"ARTHOPYR","ARTHPLU","ARTHPLU","ARTHPLU",,"Arthopyrenia plumbaria",11,"(Stizenb.) R. C. Harris",,,,"N","U",22259,"spe",0,1
,"ARTHOPYR","ARTHPUC","ARTHPUC","ARTHPUC",,"Arthopyrenia punctiformis",11,"(Pers.) A. Massal.",,,,"N","U",22260,"spe",0,1
,"ARTHOPYR","ARTHOPY","ARTHOPY","ARTHOPY",,"Arthopyrenia sp.",11,"A. Massal.",,,,"N","U",22261,"gen",0,1
,"NOTUSED","ARTHSPH","ACROGEM","ACROGEM",,"Arthopyrenia sphaeroides",11,"(Wallr.) Zahlbr.",,,,,"S",22262,"spe",0,0
,"ARTHOPYR","ARTHOPR","ARTHOPR","ARTHOPR",,"Arthopyreniaceae",11,,,,,"N","U",22263,"fam",0,1
,"UNCERT","ARTHMAC","ARTHMAC","ARTHMAC",,"Arthothelium macounii",11,"(G. Merr) W. Noble",,,,"N","U",22264,"spe",0,1
,"UNCERT","ARTHOTH","ARTHOTH","ARTHOTH",,"Arthothelium sp.",11,"A. Massal.",,,,"N","U",22265,"gen",0,1
,"UNCERT","ARTHSPE","ARTHSPE","ARTHSPE",,"Arthothelium spectabile",11,"(Flotow) A. Massal.",,,,"N","U",22266,"spe",0,1
,"UNCERT","ARTHVIO","ARTHVIO","ARTHVIO",,"Arthothelium violascens",11,"(Nyl.) Zahlbr.",,,,"N","U",22267,"spe",0,1
,"ARTHRORH","ARTHROA","ARTHROA","ARTHROA",,"Arthrorhaphidaceae",11,,,,,"N","U",22268,"fam",0,1
,"ARTHRORH","ARTHCIT","ARTHCIT","ARTHCIT",,"Arthrorhaphis citrinella",11,"(Ach.) Poelt","golden dot lichen",,,"N","U",22269,"spe",0,1
,"ARTHRORH","ARTHROR","ARTHROR","ARTHROR",,"Arthrorhaphis sp.",11,"Th. Fr.",,,,"N","U",22270,"gen",0,1
,"NOTUSED","ASAHSCH","ASAHSCH","ASAHSCH",,"Asahinea scholanderi",11,"(Llano) W. L. Culb. & C. F Culb.","silver hankie",,"Scholander's rag lichen","N","U",22271,"spe",0,1
,"NOTUSED","ASAHINE","ASAHINE","ASAHINE",,"Asahinea sp.",11,"Culb. & C. Culb","arctic-rag lichens",,"arctic-rag lichens","N","U",22272,"gen",0,1
,"HYMENELI","ASPIAQU","ASPIAQU","ASPIAQU",,"Aspicilia aquatica",11,"Körber","aquatic sunken-disk lichen",,,"N","U",22273,"spe",0,1
,"HYMENELI","ASPICAE","ASPICAE","ASPICAE",,"Aspicilia caesiocinerea",11,"(Nyl. ex Malbr.) Arnold",,,,"N","U",22274,"spe",0,1
,"HYMENELI","ASPICAL","ASPICAL","ASPICAL",,"Aspicilia calcarea",11,"(L.) Mudd",,,,"N","U",22275,"spe",0,1
,"HYMENELI","ASPICAN","ASPICAN","ASPICAN",,"Aspicilia candida",11,"(Anzi) Hue","chalky sunken-disk lichen",,,"N","U",22276,"spe",0,1
,"HYMENELI","ASPICIN","ASPICIN","ASPICIN",,"Aspicilia cinerea",11,"(L.) Körber","cinder lichen",,,"N","U",22277,"spe",0,1
,"HYMENELI","ASPICON","ASPICON","ASPICON",,"Aspicilia contorta",11,"(Hoffm.) Kremp.","chiseled sunken-disk lichen",,,"N","U",22278,"spe",0,1
,"HYMENELI","ASPIDES","ASPIDES","ASPIDES",,"Aspicilia desertorum",11,"(Kremp.) Mereshk.","desert sunken-disk lichen",,,"N","U",22279,"spe",0,1
,"HYMENELI","ASPIGIB","ASPIGIB","ASPIGIB",,"Aspicilia gibbosa",11,"(Ach.) Körber",,,,"N","U",22280,"spe",0,1
,"HYMENELI","ASPIKAR","ASPIKAR","ASPIKAR",,"Aspicilia karelica",11,"(H. Magn.) Oksner","sunken-disk lichen",,,"N","U",22281,"spe",0,1
,"HYMENELI","ASPILAX","ASPILAX","ASPILAX",,"Aspicilia laxula",11,"(H. Magn.) Brodo","sunken-disk lichen",,,"N","U",22282,"spe",0,1
,"HYMENELI","ASPILEP","ASPILEP","ASPILEP",,"Aspicilia leprosescens",11,"(Sandst.) Hav.",,,,"N","U",22283,"spe",0,1
,"HYMENELI","ASPIMYR","ASPIMYR","ASPIMYR",,"Aspicilia myrinii",11,"(Fr.) Stein",,,,"N","U",22284,"spe",0,1
,"HYMENELI","ASPIREP","ASPIREP","ASPIREP",,"Aspicilia reptans",11,"(Looman) Wetmore","rimmed sunken-disk lichen",,,"N","U",22285,"spe",0,1
,"HYMENELI","ASPICIL","ASPICIL","ASPICIL",,"Aspicilia sp.",11,"A. Massal.","sunken-disk lichens",,,"N","U",22286,"gen",0,1
,"HYMENELI","ASPISUP","ASPISUP","ASPISUP",,"Aspicilia supertegens",11,"Arnold","sunken-disk lichen",,,"N","U",22287,"spe",0,1
,"HYMENELI","ASPIVER","ASPIVER","ASPIVER",,"Aspicilia verrucigera",11,"Hue","sunken-disk lichen",,,"N","U",22288,"spe",0,1
,"UNCERT","ASTEMAZ","ASTEMAZ","ASTEMAZ",,"Asterophoma mazaediicola",11,"D. Hawksw.",,,,"N","U",22289,"spe",0,1
,"UNCERT","ASTEROP","ASTEROP","ASTEROP",,"Asterophoma sp.",11,"D. Hawksw.",,,,"N","U",22290,"gen",0,1
,"UNCERT","BACHMAN","BACHMAN","BACHMAN",,"Bachmanniomyces sp.",11,"D. Hawksw.",,,,"N","U",22291,"gen",0,1
,"UNCERT","BACHUNC","BACHUNC","BACHUNC",,"Bachmanniomyces uncialicola",11,"(Zopf) D. Hawksw.",,,,"N","U",22292,"spe",0,1
,"NOTUSED","BACIAKO","LECAAKO","LECAAKO",,"Bacidia akompsa",11,"(Tuck.) Fink",,,,,"S",22293,"spe",0,0
,"BASIDIAC","BACIALA","BACIALA","BACIALA",,"Bacidia alaskensis",11,"(Nyl.) Zahlbr.",,,,"N","U",22294,"spe",0,1
,"BASIDIAC","BACIARC","BACIARC","BACIARC",,"Bacidia arceutina",11,"(Ach.) Arnold",,,,"N","U",22295,"spe",0,1
,"NOTUSED","BACIATR","BACILAU","BACILAU",,"Bacidia atrogrisea",11,"(Delise ex Hepp) Körber",,,,,"S",22296,"spe",0,0
,"NOTUSED","BACIBAC","BACICIR","BACICIR",,"Bacidia bacillifera",11,"(Nyl.) Arnold",,,,,"S",22297,"spe",0,0
,"BASIDIAC","BACIBAG","BACIBAG","BACIBAG",,"Bacidia bagliettoana",11,"(Massal. & De Not.) Jatta",,,,"N","U",22298,"spe",0,1
,"BASIDIAC","BACIBEC","BACIBEC","BACIBEC",,"Bacidia beckhausii",11,"Körber",,,,"N","U",22299,"spe",0,1
,"NOTUSED","BACICHO","SCOLCHL","SCOLCHL",,"Bacidia chlorococca",11,"(Stenh.) Lettau",,,,,"S",22300,"spe",0,0
,"BASIDIAC","BACICIR","BACICIR","BACICIR",,"Bacidia circumspecta",11,"(Norrlin & Nyl. ex Vainio) Malme",,,,"N","U",22301,"spe",0,1
,"BASIDIAC","BACIFRI","BACIFRI","BACIFRI",,"Bacidia friesiana",11,"(Hepp) Körber",,,,"N","U",22302,"spe",0,1
,"NOTUSED","BACIFUS","BACIPOL","BACIPOL",,"Bacidia fuscorubella",11,"(Ach.) Bausch",,,,,"S",22303,"spe",0,0
,"NOTUSED","BACIHER","OPHIRUB","OPHIRUB",,"Bacidia herrei",11,"Zahlbr.",,,,,"S",22304,"spe",0,0
,"NOTUSED","BACIIDA","BACILAU1","BACILAU",,"Bacidia idahoensis",11,"H. Magn.",,,,,"S",22305,"spe",0,0
,"BASIDIAC","BACIIGN","BACIIGN","BACIIGN",,"Bacidia igniarii",11,"(Nyl.) Oksner",,,,"N","U",22306,"spe",0,1
,"NOTUSED","BACIINN","BACIINU","BACIINU",,"Bacidia inundata",11,"(Fr.) Körber",,,,,"S",22307,"spe",0,0
,"BASIDIAC","BACILAU","BACILAU","BACILAU",,"Bacidia laurocerasi",11,"(Delise ex Duby) Ozenda & Clauzade",,,,"N","U",22308,"spe",0,1
,"BASIDIAC","BACILAU1","BACILAU1","BACILAU",,"Bacidia laurocerasi ssp. idahoensis",11,"(H. Magn.) S. Ekman",,,,"N","U",22309,"sub",0,1
,"BASIDIAC","BACINAE","BACINAE","BACINAE",,"Bacidia naegelii",11,"(Hepp) Zahlbr.",,,,"N","U",22310,"spe",0,1
,"BASIDIAC","BACIPOL","BACIPOL","BACIPOL",,"Bacidia polychroa",11,"(Th. Fr.) Körber",,,,"N","U",22311,"spe",0,1
,"BASIDIAC","BACIROS","BACIROS","BACIROS",,"Bacidia rosella",11,"(Pers.) De Not.",,,,"N","U",22312,"spe",0,1
,"BASIDIAC","BACIRUB","BACIRUB","BACIRUB",,"Bacidia rubella",11,"(Hoffm.) A. Massal.","frosty-rimmed dotted lichen",,,"N","U",22313,"spe",0,1
,"NOTUSED","BACIRUR","OPHIRUB","OPHIRUB",,"Bacidia rubricosa",11,"(Müll. Arg.) Zahlbr.",,,,,"S",22314,"spe",0,0
,"BASIDIAC","BACISCO","BACISCO","BACISCO",,"Bacidia scopulicola",11,"(Nyl.) A. L. Sm.",,,,"N","U",22315,"spe",0,1
,"BASIDIAC","BACIDIA","BACIDIA","BACIDIA",,"Bacidia sp.",11,"De Not.","dotted lichens",,,"N","U",22316,"gen",0,1
,"NOTUSED","BACIUMB","SCOLUMB","SCOLUMB",,"Bacidia umbrina",11,"(Ach.) Bausch",,,,,"S",22317,"spe",0,0
,"BASIDIAC","BACIDIC","BACIDIC","BACIDIC",,"Bacidiaceae",11,,"dotted lichens",,,"N","U",22318,"fam",0,1
,"LECANOR","BACIEGN","BACIEGN","BACIEGN",,"Bacidina egenula",11,"(Nyl.) Vèzda",,,,"N","U",22319,"spe",0,1
,"LECANOR","BACIINU","BACIINU","BACIINU",,"Bacidina inundata",11,"(Fr.) Vèzda",,,,"N","U",22320,"spe",0,1
,"LECANOR","BACIDIN","BACIDIN","BACIDIN",,"Bacidina sp.",11,"Vèzda",,,,"N","U",22321,"gen",0,1
,"OPEGRAPH","BACTPAT","BACTPAT","BACTPAT",,"Bactrospora patellarioides",11,"(Nyl.) Vainio",,,,"N","U",22322,"spe",0,1
,"OPEGRAPH","BACTROS","BACTROS","BACTROS",,"Bactrospora sp.",11,"A. Massal.","bactrospora lichen",,,"N","U",22323,"gen",0,1
,"BAEOMYC","BAEOCAR","BAEOCAR","BAEOCAR",,"Baeomyces carneus",11,"Florke","scale beret",,"scale beret lichen","N","U",22324,"spe",0,1
,"BAEOMYC","BAEOPLA","BAEOPLA","BAEOPLA",,"Baeomyces placophyllus",11,"Ach.","carpet beret",,"carpet beret lichen","N","U",22325,"spe",0,1
,"BAEOMYC","BAEORUF","BAEORUF","BAEORUF",,"Baeomyces rufus",11,"(Huds.) Rebent.","crust beret",,"brown-beret lichen","N","U",22326,"spe",0,1
,"BAEOMYC","BAEOMYC","BAEOMYC","BAEOMYC",,"Baeomyces sp.",11,"Pers.","beret lichens",,"beret lichens","N","U",22327,"gen",0,1
,"BAEOMYC","BAEOMYE","BAEOMYE","BAEOMYE",,"Baeomycetaceae",11,,"beret lichens",,"beret lichens","N","U",22328,"fam",0,1
,"PORPIDIA","BELLALP","BELLALP","BELLALP",,"Bellemerea alpina",11,"(Sommerf.) Clauzade & Roux","alpine brown sunken-disk lichen",,"alpine brown sunken-disk lichen","N","U",22329,"spe",0,1
,"PORPIDIA","BELLCIN","BELLCIN","BELLCIN",,"Bellemerea cinereorufescens",11,"(Ach.) Clauzade & Cl. Roux","ashy brown sunken-disk lichens",,,"N","U",22330,"spe",0,1
,"PORPIDIA","BELLDIA","BELLDIA","BELLDIA",,"Bellemerea diamarta",11,"(Ach.) Hafellner & Cl. Roux",,,,"N","U",22331,"spe",0,1
,"PORPIDIA","BELLEME","BELLEME","BELLEME",,"Bellemerea sp.",11,"Hafellner & Roux","brown sunken-disk lichens",,,"N","U",22332,"gen",0,1
,"PORPIDIA","BELLSUB","BELLSUB","BELLSUB",,"Bellemerea subsorediza",11,"(Lynge) R. Sant.",,,,"N","U",22333,"spe",0,1
,"NOTUSED","BIATFOS","BIATHEM","BIATHEM",,"Biatorella fossarum",11,"(Dufour ex Fr.) Th. Fr.",,,,,"S",22334,"spe",0,0
,"BIATOREL","BIATHEM","BIATHEM","BIATHEM",,"Biatorella hemisphaerica",11,"Anzi",,,,"N","U",22335,"spe",0,1
,"NOTUSED","BIATMOR","STRAMOR","STRAMOR",,"Biatorella moriformis",11,"(Ach.) Th. Fr.",,,,,"S",22336,"spe",0,0
,"BIATOREL","BIATORE","BIATORE","BIATORE",,"Biatorella sp.",11,"De Not.","biatorella lichen",,,"N","U",22337,"gen",0,1
,"BIATOREL","BIATORL","BIATORL","BIATORL",,"Biatorellaceae",11,,,,,"N","U",22338,"fam",0,1
,"UNCERT","BIATORO","BIATORO","BIATORO",,"Biatoropsis sp.",11,"Räsänen",,,,"N","U",22339,"gen",0,1
,"UNCERT","BIATUSN","BIATUSN","BIATUSN",,"Biatoropsis usnearum",11,"Räsänen",,,,"N","U",22340,"spe",0,1
,"PARMELIA","BRODORO","BRODORO","BRODORO",,"Brodoa oroarctica",11,"(Krog) Goward","mountain diamondback",,"mountain sausage lichen","N","U",22341,"spe",0,1
,"PARMELIA","BRODOA","BRODOA","BRODOA",,"Brodoa sp.",11,"Goward","rockgrub lichens",,"mountain sausage lichens","N","U",22342,"gen",0,1
,"PARMELIA","BRYODIV","BRYODIV","BRYODIV",,"Bryocaulon divergens",11,"(Ach.) Karnefelt","arctic pretzel",,"heath foxhair lichen","N","U",22343,"spe",0,1
,"PARMELIA","BRYOPSU","BRYOPSU","BRYOPSU",,"Bryocaulon pseudosatoanum",11,"(Asah.) Karnefelt","pacific pretzel",,"pacific foxhair lichen","N","U",22344,"spe",0,1
,"PARMELIA","BRYOCAU","BRYOCAU","BRYOCAU",,"Bryocaulon sp.",11,"Karnefelt","foxhair lichens",,"foxhair lichens","N","U",22345,"gen",0,1
,"LECONORA","BRYOCUR","BRYOCUR","BRYOCUR",,"Bryonora curvescens",11,"(Mudd) Poelt","bryonora lichen",,,"N","U",22346,"spe",0,1
,"LECONORA","BRYONOA","BRYONOA","BRYONOA",,"Bryonora sp.",11,"Poelt","bryonora lichen",,,"N","U",22347,"gen",0,1
,"PARMELIA","BRYOBIC","BRYOBIC","BRYOBIC",,"Bryoria bicolor",11,"(Ehrh.) Brodo & D. Hawksw.","electrified horsetail",,"electrified horsehair lichen","N","U",22348,"spe",0,1
,"PARMELIA","BRYOCAP","BRYOCAP","BRYOCAP",,"Bryoria capillaris",11,"(Ach.) Brodo & D. Hawksw.","gray horsehair",,"gray horsehair lichen","N","U",22349,"spe",0,1
,"PARMELIA","BRYOCAR","BRYOCAR","BRYOCAR",,"Bryoria carlottae",11,"Brodo & D. Hawksw.","languid horsehair",,"languid horsehair lichen","N","U",22350,"spe",0,1
,"PARMELIA","BRYOCER","BRYOCER","BRYOCER",,"Bryoria cervinula",11,"Mot. ex Brodo & D. Hawksw.","spiny horsehair",,"spiny horsehair lichen","N","U",22351,"spe",0,1
,"PARMELIA","BRYOCHA","BRYOCHA","BRYOCHA",,"Bryoria chalybeiformis",11,"(L.) Brodo & D. Hawksw.","resplendent horsehair",,"resplendent horsehair lichen","N","U",22352,"spe",0,1
,"PARMELIA","BRYOFRE","BRYOFRE","BRYOFRE",,"Bryoria fremontii",11,"(Tuck.) Brodo & D. Hawksw.","edible horsehair",,"edible horsehair lichen","N","U",22353,"spe",0,1
,"PARMELIA","BRYOFRI","BRYOFRI","BRYOFRI",,"Bryoria friabilis",11,"Brodo & D. Hawksw.","friable horsehair",,"friable horsehair lichen","N","U",22354,"spe",0,1
,"PARMELIA","BRYOFUS","BRYOFUS","BRYOFUS",,"Bryoria fuscescens",11,"(Gyelnik) Brodo & D. Hawksw.","pale-footed horsehair",,"pale-footed horsehair lichen","N","U",22355,"spe",0,1
,"NOTUSED","BRYOFUS1","BRYOFUS","BRYOFUS",,"Bryoria fuscescens var. fuscescens",11,,,,,,"S",22356,"var",0,0
,"PARMELIA","BRYOGLA","BRYOGLA","BRYOGLA",,"Bryoria glabra",11,"(Mot.) Brodo & D. Hawksw.","wire horsehair",,"wire horsehair lichen","N","U",22357,"spe",0,1
